priority_bucket,priority_rank,uncertain_id,title,authors,year,venue,source,screen_reason,second_pass_recommendation,confidence,fulltext_access,fulltext_source,landing_page_url,pdf_url,download_status,local_pdf_path,review_action,notes
downloaded_pdf,1,UT-0126,A BLOCKCHAIN ENABLED TAMPER PROOF APPROACH FOR ENHANCED MEDICAL DATA INTEGRITY AND ACCESS CONTROL,Ch Aruna; T Varsha; C Shivakumar; M. U. Sreeja; Baikunth Nath,2025,Journal of Science Engineering Technology and Management Sciences,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.64771/jsetms.2025.v02.i08.pp602-612,https://doi.org/10.64771/jsetms.2025.v02.i08.pp602-612,downloaded,data/fulltext/ambiguous/UT-0126-a-blockchain-enabled-tamper-proof-approach-for-enhanced-medical-data-integrity-a.pdf,Read local PDF first,
downloaded_pdf,1,UT-0121,Enhancing anomaly detection and prevention in Internet of Things (IoT) using deep neural networks and blockchain based cyber security,A. R. Sathyabama; Jeevaa Katiravan,2025,Scientific Reports,openalex,tech_only_no_context,needs_manual,medium,open,openalex,https://doi.org/10.1038/s41598-025-04164-4,https://www.nature.com/articles/s41598-025-04164-4.pdf,downloaded,data/fulltext/ambiguous/UT-0121-enhancing-anomaly-detection-and-prevention-in-internet-of-things-iot-using-deep-.pdf,Read local PDF first,
downloaded_pdf,1,UT-0003,Universally Composable Termination Analysis of Tendermint,Zhixin Dong; Xian Xu; Yuhang Zeng; Mingchao Wan; Chunmiao Li,2025,arXiv,arxiv,generic_blockchain_institutional,needs_manual,medium,open,arxiv,http://arxiv.org/abs/2510.01097v2,https://arxiv.org/pdf/2510.01097v2.pdf,downloaded,data/fulltext/ambiguous/UT-0003-universally-composable-termination-analysis-of-tendermint.pdf,Read local PDF first,
downloaded_pdf,1,UT-0002,Integration Adapter Architecture for Food Traceability Blockchain,André Romão; Francisco Faria; João R. Matos; Emanuel Nunes; Samih Eisa; Miguel L. Pardal,2026,arXiv,arxiv,generic_blockchain_institutional,needs_manual,medium,open,arxiv,http://arxiv.org/abs/2603.26306v1,https://arxiv.org/pdf/2603.26306v1.pdf,downloaded,data/fulltext/ambiguous/UT-0002-integration-adapter-architecture-for-food-traceability-blockchain.pdf,Read local PDF first,
downloaded_pdf,1,UT-0001,QDBFT: A Dynamic Consensus Algorithm for Quantum-Secured Blockchain,Fei Xu; Cheng Ye; Jie OuYang; Ziqiang Wu; Haoze Chen; An Hua; Meifeng Gao; Qiandong Zhang; Minghan Li; Feilong Li; Yajun Miao; Wei Qi,2026,arXiv,arxiv,generic_blockchain_institutional,needs_manual,medium,open,arxiv,http://arxiv.org/abs/2602.11606v1,https://arxiv.org/pdf/2602.11606v1.pdf,downloaded,data/fulltext/ambiguous/UT-0001-qdbft-a-dynamic-consensus-algorithm-for-quantum-secured-blockchain.pdf,Read local PDF first,
open_pdf_link,2,UT-0248,A Trusted Blockchain-Based Traceability System for Fruit and Vegetable Agricultural Products,Xinting Yang; Mengqi Li; Huajing Yu; Mingting Wang; Daming Xu; Chuanheng Sun,2021,IEEE Access,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2021.3062845,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09366530.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0244,Consumer valuation of blockchain traceability for beef in the <scp>U</scp>nited <scp>S</scp>tates,Aaron M. Shew; Heather A. Snell; Rodolfo M. Nayga; Mary C. Lacity,2021,Applied Economic Perspectives and Policy,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.1002/aepp.13157,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aepp.13157,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0249,"Federated Deep Learning for Cyber Security in the Internet of Things: Concepts, Applications, and Experimental Analysis",Mohamed Amine Ferrag; Othmane Friha; Λέανδρος Μαγλαράς; Helge Janicke; Lei Shu,2021,IEEE Access,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2021.3118642,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09562531.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0239,"Integration of Blockchain, IoT and Machine Learning for Multistage Quality Control and Enhancing Security in Smart Manufacturing",Zeinab Shahbazi; Yung-Cheol Byun,2021,Sensors,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.3390/s21041467,https://www.mdpi.com/1424-8220/21/4/1467/pdf?version=1614059769,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0281,SmartCon: A Blockchain-Based Framework for Smart Contracts and Transaction Management,Muhammad Muneeb; Zeeshan Raza; Irfan Ul Haq; Omair Shafiq,2021,IEEE Access,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2021.3135562,https://ieeexplore.ieee.org/ielx7/6287639/9668973/09650875.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0277,When Measurements Meet Blockchain: On Behalf of an Inter-NMI Network,Mahbuba Moni; Wilson S. Melo; Daniel Peters; Raphael C. S. Machado,2021,Sensors,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.3390/s21051564,https://www.mdpi.com/1424-8220/21/5/1564/pdf?version=1614566298,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0029,A Blockchain-Based Self-Sovereign Identity Approach for Inter-Organizational Business Processes,A. Abid; S. Cheikhrouhou; S. Kallel; M. Jmaiel,2022,2022 17th Conference on Computer Science and Intelligence Systems (FedCSIS),ieee,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.15439/2022f194,https://annals-csis.org/proceedings/2022/drp/pdf/194.pdf,download_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>,,Open direct PDF link and review,
open_pdf_link,2,UT-0216,Agricultural traceability model based on IoT and Blockchain: Application in industrial hemp production,Francisco Javier Ferrández Pastor; Jerónimo Mora-Pascual; Daniel Díaz-Lajara,2022,Journal of Industrial Information Integration,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.1016/j.jii.2022.100381,https://ars.els-cdn.com/content/image/1-s2.0-S2452414X22000498-ga1_lrg.jpg,skipped_non_pdf:image/jpeg,,Open direct PDF link and review,
open_pdf_link,2,UT-0210,An Efficient Data Sharing Scheme for Privacy Protection Based on Blockchain and Edge Intelligence in 6G‐VANET,Zhihua Wang; Yingheng Xu; Jiahao Liu; Zhenyu Li; Zeminghui Li; Hongyong Jia; Dinghua Wang,2022,Wireless Communications and Mobile Computing,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1155/2022/5031112,https://downloads.hindawi.com/journals/wcmc/2022/5031112.pdf,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0209,Application of Blockchain Technology in Production Scheduling and Management of Human Resources Competencies,Barbara Balon; Krzysztof Kalinowski; Iwona Paprocka,2022,Sensors,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.3390/s22082844,https://www.mdpi.com/1424-8220/22/8/2844/pdf?version=1649408616,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0232,Blockchain for Doping Control Applications in Sports: A Conceptual Approach,Flavio A. M. Pinto; Yogachandran Rahulamathavan; James Skinner,2022,Future Internet,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.3390/fi14070210,https://www.mdpi.com/1999-5903/14/7/210/pdf?version=1657792666,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0207,Blockchain-Enabled Cross-Border E-Commerce Supply Chain Management: A Bibliometric Systematic Review,Fuli Zhou; Yijie Liu,2022,Sustainability,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.3390/su142315918,https://www.mdpi.com/2071-1050/14/23/15918/pdf?version=1669724429,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0230,Do-It-Yourself Recommender System: Reusing and Recycling With Blockchain and Deep Learning,Sachi Pandey; Vikas Chouhan; Devanshi Verma; Shubham Rajrah; Fayadh Alenezi; Rajkumar Saini; KC Santosh,2022,IEEE Access,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2022.3199661,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09864188.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0227,Health-zkIDM: A Healthcare Identity System Based on Fabric Blockchain and Zero-Knowledge Proof,Tianyu Bai; Yangsheng Hu; Jianfeng He; Hongbo Fan; Zhenzhou An,2022,Sensors,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.3390/s22207716,https://www.mdpi.com/1424-8220/22/20/7716/pdf?version=1665492112,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0226,Integration of Hardware Security Modules and Permissioned Blockchain in Industrial IoT Networks,Antonio Cabrera; Encarnación Castillo; Antonio Escobar-Molero; José Antonio Álvarez Bermejo; Diego P. Morales; Luis Parrilla,2022,IEEE Access,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2022.3217815,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09931706.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0224,"Medical-Waste Chain: A Medical Waste Collection, Classification and Treatment Management by Blockchain Technology",Hai Trieu Le; Khoi Le Quoc; The Anh Nguyen; Khoa Tran Dang; Hong Khanh Vo; Huong Hoang Luong; Hieu Le Van; Khiem Huynh Gia; Loc Van Cao Phu; Duy Nguyen Truong Quoc; Tran Huyen Nguyen; Ha Xuan Son; Nghia Duong‐Trung,2022,Computers,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.3390/computers11070113,https://www.mdpi.com/2073-431X/11/7/113/pdf?version=1657710877,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0203,Simulation of the Lightweight Blockchain Technique Based on Privacy and Security for Healthcare Data for the Cloud System,Preeti Rani; Sonia Verma; Satya Prakash Yadav; Bipin Kumar; Mahaveer Singh Naruka; D. R. Ashwin Kumar,2022,International Journal of E-Health and Medical Communications,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.4018/ijehmc.309436,https://www.igi-global.com/ViewTitle.aspx?TitleId=309436&isxn=9781668477557,download_failed:HTTP Error 429: Too Many Requests,,Open direct PDF link and review,
open_pdf_link,2,UT-0222,The Role of Blockchain in E-Governance and Decision-Making in Project and Program Management,Mounir El Khatib; Asma Al Mulla; Wadha Al Ketbi,2022,Advances in Internet of Things,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.4236/ait.2022.123006,http://www.scirp.org/journal/PaperDownload.aspx?paperID=118717,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0228,VBlock: A Blockchain-Based Tamper-Proofing Data Protection Model for Internet of Vehicle Networks,Collins Sey; Hang Lei; Weizhong Qian; Xiaoyu Li; Linda Delali Fiasam; Seth Larweh Kodjiku; Isaac Adjei-Mensah; Isaac Osei Agyemang,2022,Sensors,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.3390/s22208083,https://www.mdpi.com/1424-8220/22/20/8083/pdf?version=1666775645,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0192,A Novel Blockchain-Enabled Supply-Chain Management Framework for Xinjiang Jujube: Research on Optimized Blockchain Considering Private Transactions,Hao Song; Wenfei Ge; Pan Gao; Wei Xu,2023,Foods,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.3390/foods12030587,https://www.mdpi.com/2304-8158/12/3/587/pdf?version=1675083480,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0196,A Scalable Byzantine Fault Tolerance Algorithm Based on a Tree Topology Network,Wangxi Jiang; Xiaoxiong Wu; Mingyang Song; Jiwei Qin; Zhenhong Jia,2023,IEEE Access,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2023.3264011,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10091103.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0155,Blockchain Technology Adoption in the State of Qatar: Qualitative Risk Analysis,A. N. Al-Omari; Noora Fetais,2023,International conference on civil infrastructure and construction/Proceedings of the ... International conference on civil infrastructure and construction,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,http://dx.doi.org/10.29117/cic.2023.0043,http://qspace.qu.edu.qa/bitstream/10576/47077/1/043.pdf,download_failed:[WinError 10054] An existing connection was forcibly closed by the remote host,,Open direct PDF link and review,
open_pdf_link,2,UT-0050,Blockchain and Machine Learning in EHR Security: A Systematic Review,U. Zukaib; X. Cui; M. Hassan; S. Harris; H. J. Hadi; C. Zheng,2023,IEEE Access,ieee,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1109/access.2023.3333229,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10318133.pdf,download_failed:HTTP Error 502: Bad Gateway,,Open direct PDF link and review,
open_pdf_link,2,UT-0078,FRAMH: A Federated Learning Risk-Based Authorization Middleware for Healthcare,C. Mazzocca; N. Romandini; M. Colajanni; R. Montanari,2023,IEEE Transactions on Computational Social Systems,ieee,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://hdl.handle.net/11585/899376,https://cris.unibo.it/bitstream/11585/899376/3/FRAMH.pdf,download_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1081)>,,Open direct PDF link and review,
open_pdf_link,2,UT-0195,HealthLock: Blockchain-Based Privacy Preservation Using Homomorphic Encryption in Internet of Things Healthcare Applications,Aitizaz Ali; Bander Ali Saleh Al‐rimy; Faisal S. Alsubaei; Abdulwahab Ali Almazroi; Abdulaleem Ali Almazroi,2023,Sensors,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.3390/s23156762,https://www.mdpi.com/1424-8220/23/15/6762/pdf?version=1690547889,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0174,"Healthcare Internet of Things (H-IoT): Current Trends, Future Prospects, Applications, Challenges, and Security Issues",Mohit Kumar; Ashwani Kumar; Sahil Verma; Pronaya Bhattacharya; Deepak Ghimire; Seong‐heum Kim; A. S. M. Sanwar Hosen,2023,Electronics,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.3390/electronics12092050,https://www.mdpi.com/2079-9292/12/9/2050/pdf?version=1683183493,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0137,A Blockchain‐Based Trustworthy Access Control Scheme for Medical Data Sharing,C. Wang; Wei Wu; Fulong Chen; Hong Shu; Ji Zhang; Yuxuan Zhang; Taochun Wang; Dong Xie; Chuanxin Zhao,2024,IET Information Security,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1049/2024/5559522,https://downloads.hindawi.com/journals/ietis/2024/5559522.pdf,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0134,Blockchain in Finance: A Systematic Literature Review,Bulut Karadağ; Abdül Halim Zaim; Akhan Akbulut,2024,Preprints.org,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.20944/preprints202402.0690.v2,https://www.preprints.org/manuscript/202402.0690/v2/download,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0141,Drawing the Boundaries Between Blockchain and Blockchain-Like Systems: A Comprehensive Survey on Distributed Ledger Technologies,Badr Bellaj; Aafaf Ouaddah; E. Bertin; Noël Crespi; Abdellatif Mezrioui,2024,Proceedings of the IEEE,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://hal.science/hal-04564278,https://hal.science/hal-04564278v1/document,download_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate in certificate chain (_ssl.c:1081)>,,Open direct PDF link and review,
open_pdf_link,2,UT-0106,A process model of governance adaptation and performance outcomes in e-commerce permissioned blockchain networks,Sulafa Badi; Livashnee Naidoo,2025,International Journal of Production Economics,openalex,no_abstract_but_title_relevant,needs_manual,medium,open,openalex,https://eprints.gla.ac.uk/358010/1/358010.pdf,https://eprints.gla.ac.uk/358010/1/358010.pdf,download_failed:HTTP Error 401: Unauthorized,,Open direct PDF link and review,
open_pdf_link,2,UT-0113,Blockchain Based Zero Knowledge Proof Protocol For Privacy Preserving Healthcare Data Sharing,Go Eun Myeong; Kirpa Ram,2025,Journal of Technology Informatics and Engineering,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.51903/jtie.v4i1.296,https://jtie.stekom.ac.id/index.php/jtie/article/download/296/251,download_failed:HTTP Error 404: Not Found,,Open direct PDF link and review,
open_pdf_link,2,UT-0117,Blockchain for Empowering Central Bank Digital Currencies (CBDCs): Examples from Industry,Makoto Takemiya,2025,,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.7566/jpscp.44.011002,https://journals.jps.jp/doi/pdf/10.7566/JPSCP.44.011002?download=true,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_pdf_link,2,UT-0107,Enhancing Transparency and Trust in Higher Education Institutions via Blockchain: A Conceptual Model Utilizing the Ethereum Consortium Approach,Yerlan Kistaubayev; Francisco Liébana‐Cabanillas; Aijaz A. Shaikh; Galimkair Mutanov; Olga Ussatova; A. Shinbayeva,2025,Sustainability,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.3390/su17209350,https://www.mdpi.com/2071-1050/17/20/9350/pdf?version=1761052780,download_failed:HTTP Error 403: Forbidden,,Open direct PDF link and review,
open_landing_page,3,UT-0269,Analysis of challenges for blockchain adoption within the Indian public sector: an interpretive structural modelling approach,Nripendra P. Rana; Yogesh K. Dwivedi; David L. Hughes,2021,Information Technology and People,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,http://hdl.handle.net/10454/18327,,not_attempted,,Open landing page and retrieve accessible full text,
open_landing_page,3,UT-0288,Ocular Imaging Standardization for Artificial Intelligence Applications in Ophthalmology: the Joint Position Statement and Recommendations From the Asia-Pacific Academy of Ophthalmology and the Asia-Pacific Ocular Imaging Society,Daniel Ting; Tien Yin Wong; Ki Ho Park; Carol Y. Cheung; Clement C. Tham; Dennis S.C. Lam,2021,Asia-Pacific Journal of Ophthalmology,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1097/apo.0000000000000421,,not_attempted,,Open landing page and retrieve accessible full text,
open_landing_page,3,UT-0184,"A critical literature review of security and privacy in smart home healthcare schemes adopting IoT &amp; blockchain: Problems, challenges and solutions",Olusogo Popoola; Marcos Rodrigues; Jims Marchang; Alex Shenfield; Augustine Ikpehai; Jumoke Popoola,2023,Blockchain Research and Applications,openalex,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1016/j.bcra.2023.100178,,not_attempted,,Open landing page and retrieve accessible full text,
open_landing_page,3,UT-0049,Eisdspa: An Efficient and Secure Blockchain-Based Donation Scheme With Privacy Protection and Auditability,Y. Zhou; H. Lei; Z. Bao,2024,IEEE Open Journal of the Communications Society,ieee,generic_blockchain_institutional,needs_manual,medium,open,openalex,https://doi.org/10.1109/ojcoms.2024.3504403,,not_attempted,,Open landing page and retrieve accessible full text,
open_landing_page,3,UT-0139,Reducing clients’ influence in property valuation: An exploration of a blockchain-based solution,Chibuikem Michael Adilieme; Rotimi Boluwatife Abidoye; Chyi Lin Lee,2024,Habitat International,openalex,tech_with_weak_signal,needs_manual,medium,open,openalex,https://doi.org/10.1016/j.habitatint.2024.103217,,not_attempted,,Open landing page and retrieve accessible full text,
manual_access_check,4,UT-0287,A consortium blockchain based energy trading scheme for Electric Vehicles in smart cities,Rabiya Khalid; Muhammad Waseem Malik; Turki Ali Alghamdi; Nadeem Javaid,2021,Journal of Information Security and Applications,openalex,no_abstract_but_title_relevant,needs_manual,medium,unknown,openalex,https://doi.org/10.1016/j.jisa.2021.102998,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0103,Data Cooperatives for Neighborhood Watch,A. Salau; R. Dantu; K. Upadhyay,2021,2021 IEEE International Conference on Blockchain and Cryptocurrency (ICBC),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/icbc51069.2021.9461056,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0062,Dependable Decentralized Reputation Management System for Vehicular Ad Hoc Networks,K. Mrabet; F. El Bouanani; H. Ben-Azza,2021,2021 4th International Conference on Advanced Communication Technologies and Networking (CommNet),ieee,generic_blockchain_institutional,needs_manual,medium,unknown,openalex,https://doi.org/10.1109/commnet52204.2021.9641962,,not_attempted,,Check publisher/DOI page manually or through institutional access,
manual_access_check,4,UT-0260,"Designing the architecture of a blockchain platform: the case of Alastria, a national public permissioned blockchain",Javier W. Ibáñez; Salvatore Moccia,2021,International Journal of Intellectual Property Management,openalex,tech_only_no_context,needs_manual,medium,unknown,openalex,https://doi.org/10.1504/ijipm.2021.118729,,not_attempted,,Check publisher/DOI page manually or through institutional access,
